date,genotype,food,cond,cue,plateID,animal,response.time,pir,group,paralyzed,TA,data_type
2019_05_27,N2,JUb39,Tyr+10mM_TA,oct_1.0,241,4399,9.9,NA,NA,non-paralyzed,10,raw
2019_05_27,N2,JUb39,Tyr+10mM_TA,oct_1.0,241,4400,5.1,NA,NA,non-paralyzed,10,raw
2019_05_27,N2,JUb39,Tyr+10mM_TA,oct_1.0,241,4401,2.3,NA,NA,non-paralyzed,10,raw
2019_05_27,N2,JUb39,Tyr+10mM_TA,oct_1.0,241,4402,5.4,NA,NA,non-paralyzed,10,raw
2019_05_27,N2,JUb39,Tyr+10mM_TA,oct_1.0,241,4403,1.9,NA,NA,non-paralyzed,10,raw
2019_05_27,N2,JUb39,Tyr+10mM_TA,oct_1.0,241,4404,1.5,NA,NA,non-paralyzed,10,raw
2019_05_27,N2,JUb39,Tyr+10mM_TA,oct_1.0,241,4405,3.9,NA,NA,non-paralyzed,10,raw
2019_05_27,N2,JUb39,Tyr+10mM_TA,oct_1.0,241,4406,3.4,NA,NA,non-paralyzed,10,raw
2019_05_27,N2,JUb39,Tyr+10mM_TA,oct_1.0,241,4407,2.4,NA,NA,non-paralyzed,10,raw
2019_05_27,N2,JUb39,Tyr+10mM_TA,oct_1.0,241,4408,2.4,NA,NA,non-paralyzed,10,raw
2019_05_27,N2,JUb39,Tyr+10mM_TA,oct_1.0,241,4409,9.9,NA,NA,non-paralyzed,10,raw
2019_05_27,N2,JUb39,Tyr+10mM_TA,oct_1.0,241,4410,1,NA,NA,non-paralyzed,10,raw
2019_05_27,N2,JUb39,Tyr+10mM_TA,oct_1.0,241,4411,2.4,NA,NA,non-paralyzed,10,raw
2019_05_27,N2,JUb39,Tyr+10mM_TA,oct_1.0,241,4412,1.3,NA,NA,non-paralyzed,10,raw
2019_05_27,N2,JUb39,Tyr+10mM_TA,oct_1.0,241,4413,1.9,NA,NA,non-paralyzed,10,raw
2019_05_27,N2,JUb39,Tyr+10mM_TA,oct_1.0,241,4414,2,NA,NA,non-paralyzed,10,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4417,1.3,NA,NA,non-paralyzed,0,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4418,0.8,NA,NA,non-paralyzed,0,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4419,1.2,NA,NA,non-paralyzed,0,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4420,4,NA,NA,non-paralyzed,0,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4421,1,NA,NA,non-paralyzed,0,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4422,2.6,NA,NA,non-paralyzed,0,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4423,1.4,NA,NA,non-paralyzed,0,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4424,1.5,NA,NA,non-paralyzed,0,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4425,1.3,NA,NA,non-paralyzed,0,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4426,2,NA,NA,non-paralyzed,0,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4427,1.2,NA,NA,non-paralyzed,0,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4428,1.4,NA,NA,non-paralyzed,0,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4429,1.9,NA,NA,non-paralyzed,0,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4430,3.1,NA,NA,non-paralyzed,0,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4431,1.9,NA,NA,non-paralyzed,0,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4432,2.3,NA,NA,non-paralyzed,0,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4433,1.6,NA,NA,non-paralyzed,0,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4434,4.1,NA,NA,non-paralyzed,0,raw
2019_05_27,N2,OP50,Tyrosine,oct_1.0,242,4435,1.4,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4474,0.9,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4475,1.9,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4476,1.3,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4477,2,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4478,2.2,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4479,6.9,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4480,0.6,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4481,3.4,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4482,1.2,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4483,1,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4484,1,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4485,1.9,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4486,1.4,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4487,1.1,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4488,1,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4489,0.7,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4490,1.2,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4491,0.6,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4492,1.1,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,OP50,Tyrosine,oct_1.0,245,4493,1.4,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39,Tyrosine,oct_1.0,246,4496,18.2,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39,Tyrosine,oct_1.0,246,4497,1.1,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39,Tyrosine,oct_1.0,246,4498,2.7,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39,Tyrosine,oct_1.0,246,4499,7.3,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39,Tyrosine,oct_1.0,246,4500,3.2,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39,Tyrosine,oct_1.0,246,4501,3.3,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39,Tyrosine,oct_1.0,246,4502,2.6,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,249,4555,1.5,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,249,4556,3.2,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,249,4557,2.8,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,249,4558,1.2,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,249,4559,1.9,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,249,4560,3.4,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,249,4561,1.1,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,249,4562,1.7,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,249,4563,1.3,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,249,4564,0.8,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,249,4565,2.8,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,249,4566,5.9,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,249,4567,4.1,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,249,4568,5.5,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,249,4569,2.6,NA,NA,non-paralyzed,0,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyr+10mM_TA,oct_1.0,250,4575,4.2,NA,NA,non-paralyzed,10,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyr+10mM_TA,oct_1.0,250,4577,7.7,NA,NA,non-paralyzed,10,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyr+10mM_TA,oct_1.0,250,4579,7.7,NA,NA,non-paralyzed,10,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyr+10mM_TA,oct_1.0,250,4580,2.9,NA,NA,non-paralyzed,10,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyr+10mM_TA,oct_1.0,250,4581,4.6,NA,NA,non-paralyzed,10,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyr+10mM_TA,oct_1.0,250,4582,5.5,NA,NA,non-paralyzed,10,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyr+10mM_TA,oct_1.0,250,4583,8.4,NA,NA,non-paralyzed,10,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyr+10mM_TA,oct_1.0,250,4584,1.5,NA,NA,non-paralyzed,10,raw
2019_05_28,N2,JUb39; tdcDel::cmR delAADC,Tyr+10mM_TA,oct_1.0,250,4585,9.6,NA,NA,non-paralyzed,10,raw
